,id,country,urb/rur,age,sex,education,years_edu,work?,occupation,mar_status,spouse_job,housing,car,computer,income,household_income,participate,why_par,why_not_par
3320,3320,Iraq,Urban,28.0,Female,Elementary,5.0,No,A housewife,Married,Member of the armed forces/public security,Owned,Yes,No,100000.0,1100000.0,"No, I did not",,I did not care to participate / It was not important
3321,3321,Iraq,Urban,41.0,Male,Prepartory/Basic,8.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,No,No,1500000.0,1500000.0,"No, I did not",,I did not care to participate / It was not important
3322,3322,Iraq,Urban,22.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,No,250000.0,600000.0,"No, I did not",,I did not agree on the political changes
3323,3323,Iraq,Urban,29.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Member of the armed forces/public security,Owned,No,No,500000.0,1500000.0,"No, I did not",,Don't know
3324,3324,Iraq,Urban,29.0,Male,Elementary,5.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,No,No,250000.0,500000.0,"No, I did not",,I did not agree on the political changes
3325,3325,Iraq,Urban,26.0,Male,Illiterate/No formal education,0.0,Yes,Manual laborer,Married,Housewife,Owned,No,No,300000.0,300000.0,"No, I did not",,I did not agree on the political changes
3326,3326,Iraq,Urban,33.0,Male,Mid-level diploma (professional or technical,14.0,Yes,"Professional such as lawyer, accountant, teacher, doctor, etc.",Married,Housewife,Owned,No,Yes,750000.0,1500000.0,"No, I did not",,I did not agree on the political changes
3327,3327,Iraq,Urban,28.0,Female,Illiterate/No formal education,0.0,No,A housewife,Bachelor,,Rented,No,No,100000.0,1000000.0,"No, I did not",,Don't know
3328,3328,Iraq,Urban,35.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Retired,Owned,No,No,500000.0,500000.0,"No, I did not",,I did not care to participate / It was not important
3329,3329,Iraq,Urban,20.0,Male,Secondary,12.0,No,A student,Bachelor,,Owned,No,No,400000.0,400000.0,"No, I did not",,I did not care to participate / It was not important
3330,3330,Iraq,Urban,24.0,Male,Elementary,5.0,Yes,Owner of a shop/grocery store,Married,Housewife,Rented,No,Yes,150000.0,750000.0,"No, I did not",,I did not agree on the political changes
3331,3331,Iraq,Urban,23.0,Female,Secondary,12.0,No,A housewife,Bachelor,,Owned,No,No,500000.0,500000.0,"No, I did not",,I did not care to participate / It was not important
3332,3332,Iraq,Urban,30.0,Female,Elementary,5.0,No,A housewife,Married,Manual laborer,Owned,No,No,300000.0,450000.0,"No, I did not",,I did not care to participate / It was not important
3333,3333,Iraq,Urban,43.0,Male,Prepartory/Basic,8.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,Yes,Yes,1000000.0,1000000.0,"No, I did not",,I did not agree on the political changes
3334,3334,Iraq,Urban,35.0,Female,BA,16.0,Yes,A governmental employee,Married,Government employee,Owned,Yes,Yes,750000.0,1000000.0,"No, I did not",,I did not know who to support in these demonstrations
3335,3335,Iraq,Urban,45.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Government employee,Owned,No,No,650000.0,700000.0,"No, I did not",,Refuse
3336,3336,Iraq,Urban,50.0,Female,Elementary,5.0,No,A housewife,Married,Does not work,Owned,No,No,350000.0,350000.0,"No, I did not",,I did not care to participate / It was not important
3337,3337,Iraq,Urban,47.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,No,No,300000.0,300000.0,"No, I did not",,I did not care to participate / It was not important
3338,3338,Iraq,Urban,25.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,No,No,350000.0,750000.0,"No, I did not",,I did not care to participate / It was not important
3339,3339,Iraq,Urban,36.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Craftsperson,Owned,No,No,500000.0,600000.0,"No, I did not",,I did not care to participate / It was not important
3340,3340,Iraq,Urban,42.0,Male,BA,16.0,Yes,,Married,Housewife,Owned,Yes,Yes,1000000.0,1000000.0,"No, I did not",,I did not care to participate / It was not important
3341,3341,Iraq,Urban,56.0,Male,Elementary,5.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,500000.0,650000.0,"No, I did not",,I did not agree on the political changes
3342,3342,Iraq,Urban,29.0,Female,BA,16.0,No,A housewife,Married,Government employee,Owned,No,No,500000.0,500000.0,"No, I did not",,I did not care to participate / It was not important
3343,3343,Iraq,Urban,45.0,Male,Prepartory/Basic,8.0,Yes,,Married,Housewife,Rented,No,Yes,320000.0,500000.0,"No, I did not",,I did not care to participate / It was not important
3344,3344,Iraq,Urban,29.0,Female,Elementary,5.0,No,A housewife,Married,Does not work,Owned,No,No,400000.0,400000.0,"No, I did not",,I did not care to participate / It was not important
3345,3345,Iraq,Urban,43.0,Male,Prepartory/Basic,8.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,No,100000.0,100000.0,"No, I did not",,I did not agree on the political changes
3346,3346,Iraq,Urban,19.0,Female,Elementary,5.0,No,A housewife,Bachelor,,Owned,No,No,500000.0,500000.0,"No, I did not",,I did not care to participate / It was not important
3347,3347,Iraq,Urban,23.0,Female,Elementary,5.0,No,A housewife,Bachelor,,Owned,Yes,No,350000.0,350000.0,"No, I did not",,I did not care to participate / It was not important
3348,3348,Iraq,Urban,28.0,Male,Prepartory/Basic,8.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,500000.0,750000.0,"No, I did not",,I did not care to participate / It was not important
3349,3349,Iraq,Urban,50.0,Female,Elementary,5.0,No,A housewife,Bachelor,,Owned,No,No,150000.0,350000.0,"No, I did not",,Don't know
3350,3350,Iraq,Urban,20.0,Female,Elementary,5.0,No,Unemployed,Bachelor,,Owned,No,No,250000.0,750000.0,"No, I did not",,I did not agree on the political changes
3351,3351,Iraq,Urban,44.0,Male,BA,16.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,963000.0,1000000.0,"No, I did not",,I did not agree on the political changes
3352,3352,Iraq,Urban,45.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Rented,No,No,250000.0,550000.0,"No, I did not",,Don't know
3353,3353,Iraq,Urban,20.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,No,700000.0,800000.0,"No, I did not",,I did not care to participate / It was not important
3354,3354,Iraq,Urban,26.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Rented,No,No,400000.0,450000.0,"No, I did not",,I did not care to participate / It was not important
3355,3355,Iraq,Urban,60.0,Male,Illiterate/No formal education,0.0,No,Retired,Married,Housewife,Owned,No,No,480000.0,750000.0,"No, I did not",,I did not care to participate / It was not important
3356,3356,Iraq,Urban,19.0,Female,Elementary,5.0,No,A student,Bachelor,,Owned,No,No,500000.0,1000000.0,"No, I did not",,I did not agree on the political changes
3357,3357,Iraq,Urban,21.0,Male,Prepartory/Basic,8.0,No,A student,Bachelor,,Owned,No,No,750000.0,750000.0,"No, I did not",,I did not care to participate / It was not important
3358,3358,Iraq,Urban,45.0,Male,Elementary,5.0,No,Unemployed,Married,Housewife,Owned,No,No,380000.0,380000.0,"No, I did not",,I did not care to participate / It was not important
3359,3359,Iraq,Urban,23.0,Male,Prepartory/Basic,8.0,Yes,Private sector employee,Bachelor,,Owned,Yes,No,300000.0,500000.0,"No, I did not",,I did not care to participate / It was not important
3360,3360,Iraq,Urban,39.0,Male,Elementary,5.0,No,Unemployed,Married,Housewife,Owned,No,No,400000.0,400000.0,"No, I did not",,I did not care to participate / It was not important
3361,3361,Iraq,Rural,35.0,Male,Prepartory/Basic,8.0,No,Unemployed,Married,Housewife,Owned,Yes,No,400000.0,470000.0,"No, I did not",,I did not care to participate / It was not important
3362,3362,Iraq,Rural,35.0,Male,Elementary,5.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,No,No,900000.0,1000000.0,"No, I did not",,I did not care to participate / It was not important
3363,3363,Iraq,Rural,33.0,Male,Mid-level diploma (professional or technical,14.0,Yes,A governmental employee,Married,Government employee,Owned,Yes,No,1000000.0,1000000.0,"No, I did not",,I did not care to participate / It was not important
3364,3364,Iraq,Rural,40.0,Male,Secondary,12.0,Yes,Director of an institution or a high ranking governmental employee,Married,Housewife,Owned,No,No,1600000.0,1600000.0,"No, I did not",,Other
3365,3365,Iraq,Rural,28.0,Male,Illiterate/No formal education,0.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,No,No,1350000.0,1350000.0,"No, I did not",,I did not know who to support in these demonstrations
3366,3366,Iraq,Rural,30.0,Male,Elementary,5.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,No,No,975000.0,975000.0,"No, I did not",,I did not care to participate / It was not important
3367,3367,Iraq,Rural,25.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Manual laborer,Rented,No,No,100000.0,750000.0,"No, I did not",,I did not know how to participate in these demonstrations
3368,3368,Iraq,Rural,33.0,Male,Prepartory/Basic,8.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,Yes,No,750000.0,1000000.0,"No, I did not",,Don't know
3369,3369,Iraq,Rural,45.0,Male,Prepartory/Basic,8.0,Yes,Agricultural worker/Owner of a farm,Married,Housewife,Owned,No,No,250000.0,300000.0,"No, I did not",,I did not know who to support in these demonstrations
3370,3370,Iraq,Rural,45.0,Female,Elementary,5.0,No,A housewife,Married,Craftsperson,Owned,No,No,600000.0,600000.0,"No, I did not",,I did not care to participate / It was not important
3371,3371,Iraq,Rural,25.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,No,No,500000.0,500000.0,"No, I did not",,I did not care to participate / It was not important
3372,3372,Iraq,Rural,24.0,Female,Elementary,5.0,No,A housewife,Married,Craftsperson,Owned,No,No,750000.0,750000.0,"No, I did not",,I did not know who to support in these demonstrations
3373,3373,Iraq,Rural,44.0,Female,Elementary,5.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,No,No,500000.0,500000.0,"No, I did not",,I did not care to participate / It was not important
3374,3374,Iraq,Rural,26.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,No,500000.0,500000.0,"No, I did not",,I did not agree on the political changes
3375,3375,Iraq,Rural,49.0,Female,Elementary,5.0,No,A housewife,Married,Government employee,Owned,Yes,No,150000.0,750000.0,"No, I did not",,I did not agree on the political changes
3376,3376,Iraq,Rural,27.0,Male,Illiterate/No formal education,0.0,Yes,Craftsperson,Married,Housewife,Owned,No,No,450000.0,1000000.0,"No, I did not",,I did not care to participate / It was not important
3377,3377,Iraq,Rural,37.0,Male,Elementary,5.0,Yes,Manual laborer,Married,Housewife,Owned,No,No,400000.0,1000000.0,"No, I did not",,I did not agree on the political changes
3378,3378,Iraq,Rural,29.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,No,500000.0,1500000.0,"No, I did not",,I was afraid to participate in these demonstrations
3379,3379,Iraq,Rural,30.0,Male,Prepartory/Basic,8.0,No,Unemployed,Married,Housewife,Owned,No,No,390000.0,390000.0,"No, I did not",,I did not care to participate / It was not important
3380,3380,Iraq,Rural,45.0,Male,Elementary,5.0,No,Unemployed,Married,Housewife,Owned,Yes,No,350000.0,490000.0,"No, I did not",,I did not know who to support in these demonstrations
3381,3381,Iraq,Rural,40.0,Female,Elementary,5.0,No,A housewife,Married,Agricultural worker/Owner of a farm,Owned,No,No,500000.0,500000.0,"No, I did not",,I did not care to participate / It was not important
3382,3382,Iraq,Rural,38.0,Male,Prepartory/Basic,8.0,No,Unemployed,Married,Housewife,Owned,No,No,200000.0,400000.0,"No, I did not",,I did not care to participate / It was not important
3383,3383,Iraq,Rural,24.0,Male,Prepartory/Basic,8.0,Yes,Agricultural worker/Owner of a farm,Bachelor,,Owned,Yes,No,250000.0,600000.0,"No, I did not",,I did not agree on the political changes
3384,3384,Iraq,Rural,23.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,No,500000.0,500000.0,"No, I did not",,I did not care to participate / It was not important
3385,3385,Iraq,Rural,37.0,Male,Elementary,5.0,No,Unemployed,Married,Housewife,Owned,No,No,200000.0,250000.0,"No, I did not",,I did not know who to support in these demonstrations
3386,3386,Iraq,Rural,45.0,Female,BA,16.0,Yes,A governmental employee,Married,Government employee,Owned,Yes,Yes,750000.0,1000000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
3387,3387,Iraq,Rural,40.0,Female,Mid-level diploma (professional or technical,14.0,Yes,A governmental employee,Married,Government employee,Owned,No,No,550000.0,750000.0,"No, I did not",,I did not know who to support in these demonstrations
3388,3388,Iraq,Rural,18.0,Female,Elementary,5.0,No,Unemployed,Bachelor,,Owned,No,No,200000.0,250000.0,"No, I did not",,I did not care to participate / It was not important
3389,3389,Iraq,Rural,30.0,Female,Elementary,5.0,No,A housewife,Married,Craftsperson,Owned,No,No,250000.0,350000.0,"No, I did not",,I did not care to participate / It was not important
3390,3390,Iraq,Rural,50.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Private sector employee,Married,Agricultural worker/Owner of a farm,Owned,No,No,200000.0,400000.0,"No, I did not",,I did not care to participate / It was not important
3391,3391,Iraq,Rural,50.0,Female,Elementary,5.0,No,A housewife,Married,Retired,Owned,No,No,300000.0,300000.0,"No, I did not",,I did not care to participate / It was not important
3392,3392,Iraq,Rural,27.0,Female,Prepartory/Basic,8.0,Yes,A governmental employee,Married,Owner of a shop/grocery store,Owned,No,No,390000.0,750000.0,"No, I did not",,I did not agree on the political changes
3393,3393,Iraq,Rural,19.0,Male,Prepartory/Basic,8.0,No,A student,Bachelor,,Owned,Yes,No,200000.0,900000.0,"No, I did not",,I did not agree on the political changes
3394,3394,Iraq,Rural,22.0,Male,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,500000.0,750000.0,"No, I did not",,I did not agree on the political changes
3395,3395,Iraq,Rural,46.0,Female,Elementary,5.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,No,No,500000.0,750000.0,"No, I did not",,I did not agree on the political changes
3396,3396,Iraq,Rural,45.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Private sector employee,Owned,No,No,500000.0,100000.0,"Yes, I did",Because everyone was participating in these demonstrations,
3397,3397,Iraq,Rural,21.0,Male,Prepartory/Basic,8.0,Yes,Working at the armed forces or the police,Bachelor,,Owned,Yes,No,750000.0,750000.0,"No, I did not",,I did not agree on the political changes
3398,3398,Iraq,Rural,21.0,Male,Elementary,5.0,No,Unemployed,Bachelor,,Owned,No,No,400000.0,400000.0,"No, I did not",,I did not care to participate / It was not important
3399,3399,Iraq,Rural,21.0,Female,Elementary,5.0,No,A housewife,Bachelor,,Owned,No,No,500000.0,500000.0,"No, I did not",,I did not know who to support in these demonstrations
3400,3400,Iraq,Rural,47.0,Female,Elementary,5.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,No,No,150000.0,950000.0,"No, I did not",,I did not agree on the political changes
3401,3401,Iraq,Rural,24.0,Male,Elementary,5.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,No,No,900000.0,900000.0,"No, I did not",,I did not care to participate / It was not important
3402,3402,Iraq,Rural,55.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Working at the armed forces or the police,Married,Government employee,Owned,Yes,No,850000.0,1000000.0,"No, I did not",,I did not know how to participate in these demonstrations
3403,3403,Iraq,Rural,60.0,Female,Elementary,5.0,No,A housewife,Married,Owner of a shop/grocery store,Rented,No,No,100000.0,300000.0,"No, I did not",,I did not know how to participate in these demonstrations
3404,3404,Iraq,Rural,20.0,Female,Elementary,5.0,No,A housewife,Bachelor,,Owned,No,No,400000.0,400000.0,"No, I did not",,I did not agree on the political changes
